time;hr
1508892420;54
1508892540;53
1508892660;46
1508892780;73
1508892900;62
1508893020;63
1508893140;54
1508893260;51
1508893380;52
1508893500;64
1508893620;59
1508893740;54
1508893860;62
1508893980;58
1508894100;58
1508894340;55
1508894460;55
1508894580;55
1508894700;54
1508894820;52
1508894940;57
1508895060;64
1508895180;57
1508895300;56
1508895420;62
1508895540;55
1508895660;54
1508895780;58
1508895900;54
1508896020;52
1508896140;54
1508896260;51
1508896500;52
1508896620;57
1508896740;54
1508896860;59
1508896980;61
1508897100;88
1508897220;53
1508897340;56
1508897460;52
1508897580;51
1508897700;56
1508897820;47
1508897940;52
1508898060;53
1508898180;51
1508898300;56
1508898420;52
1508898540;48
1508898660;75
1508898780;59
1508898900;51
1508899020;61
1508899140;59
1508899260;61
1508899380;57
1508899500;62
1508899620;58
1508899860;44
1508899980;47
1508900100;59
1508900220;49
1508900340;46
1508900580;54
1508900700;48
1508900820;46
1508900940;54
1508901060;54
1508901180;54
1508901300;52
1508901540;48
1508901660;55
1508901780;49
1508902140;52
1508902260;54
1508902380;52
1508902500;52
1508902620;47
1508902740;51
1508902860;51
1508902980;51
1508903100;56
1508903220;54
1508903340;52
1508903460;52
1508903580;53
1508903700;52
1508903820;51
1508903940;52
1508904060;48
1508904180;51
1508904300;47
1508904420;53
1508904540;78
1508904660;54
1508904780;51
1508908860;69
1508908980;62
1508909100;59
1508909220;63
1508909340;61
1508909460;51
1508909580;61
1508909940;56
1508910060;66
1508910300;59
1508910420;58
1508910540;49
1508910660;49
1508910780;46
1508910900;45
1508911020;56
1508911260;54
1508911380;42
1508911500;48
1508911620;49
1508911740;53
1508911860;52
1508911980;46
1508912100;44
1508912220;41
1508912340;65
1508912460;48
1508912580;55
1508912700;52
1508912820;46
1508912940;46
1508913060;45
1508913180;65
1508913300;56
1508913420;65
1508913540;79
1508913780;74
1508963580;75
1508963820;72
1508963940;63
1508964060;65
1508964180;74
1508964300;58
1508964420;69
1508964540;63
1508964660;68
1508964780;72
1508964900;91
1508965020;86
1508965140;81
1508965260;75
1508973000;59
1508973120;56
1508973240;64
1508973360;56
1508973480;58
1508973600;48
1508973720;48
1508973840;53
1508974200;53
1508974320;53
1508974440;51
1508974560;52
1508974680;56
1508974800;48
1508974920;52
1508975040;56
1508975160;51
1508975280;56
1508975400;54
1508975640;52
1508975760;86
1508975880;54
1508976120;51
1508976240;55
1508976360;53
1508976480;56
1508976600;56
1508976720;53
1508976840;56
1508976960;49
1508977080;54
1508977200;54
1508977320;58
1508977440;57
1508977680;64
1508977800;84
1508977920;66
1508978280;48
1508978400;46
1508978520;53
1508978640;56
1508978760;55
1508978880;56
1508979000;54
1508979120;44
1508979240;56
1508979360;56
1508979480;58
1508979600;54
1508979840;56
1508979960;58
1508980080;54
1508980200;54
1508980320;54
1508980440;53
1508980560;52
1508980680;55
1508980800;52
1508980920;79
1508981040;62
1508981160;49
1508981280;56
1508981400;62
1508981640;46
1508981760;62
1508981880;52
1508982000;51
1508982120;52
1508982240;58
1508982480;48
1508982600;54
1508982720;58
1508982840;48
1508982960;69
1508983080;54
1508983200;63
1508983320;51
1508983440;51
1508983560;49
1508983680;62
1508983800;59
1508983920;46
1508984040;46
1508984160;64
1508984280;52
1508984400;58
1508984520;43
1508984640;52
1508984760;58
1508984880;48
1508985000;64
1508985120;71
1508985240;76
1508985360;64
1508985480;69
1508985600;61
1508985720;52
1508985840;51
1508985960;57
1508986080;46
1508986200;49
1508986320;48
1508986440;61
1508986560;67
1508986680;68
1508986800;65
1508986920;57
1508987040;66
1508987160;46
1508987280;48
1508987400;58
1508987520;72
1508987640;44
1508987760;62
1508987880;56
1508988120;58
1508988240;53
1508988360;51
1508988480;47
1508988720;53
1508988840;54
1508988960;55
1508989080;62
1508989200;58
1508989320;58
1508989440;56
1508989560;56
1508989680;62
1508989800;56
1508989920;55
1508990040;54
1508990160;52
1508990280;54
1508990400;53
1508990520;57
1508990760;66
1508991000;45
1508991120;53
1508991240;44
1508991360;42
1508991480;45
1508991600;44
1508991720;48
1508991840;55
1508991960;42
1508992440;54
1508992560;45
1508992680;61
1508992800;48
1508992920;52
1508993040;48
1508993160;56
1508993400;54
1508993520;52
1508993640;54
1508993760;51
1508993880;59
1508994000;54
1508994120;59
1508994240;54
1508994360;58
1508994480;56
1508994600;44
1508994720;58
1508994840;56
1508994960;48
1508995080;45
1508995200;86
1508995320;58
1508995440;54
1508995560;65
1508995680;54
1508995800;43
1508995920;49
1508996040;54
1508996160;86
1508996280;55
1508996520;76
1508996640;67
1508996880;56
1508997000;47
1508997120;59
1508997240;44
1508997360;47
1508997480;56
1508997720;56
1508997840;69
1508997960;44
1508998080;45
1508998200;56
1508998320;45
1508998440;54
1508998560;44
1508998680;57
1508998800;63
1508998920;47
1508999040;65
1508999160;56
1508999280;48
1508999520;57
1508999640;47
1508999880;53
1509000000;54
1509000120;65
1509000240;78
1509000360;68
1509000600;86
1509000720;72
1509000840;66
1509061320;55
1509061440;56
1509061680;51
1509061800;54
1509061920;52
1509062040;56
1509062160;55
1509062280;54
1509062400;58
1509062520;54
1509062640;52
1509062760;56
1509062880;58
1509063120;45
1509063240;54
1509063360;56
1509063480;58
1509063600;54
1509063720;54
1509063840;53
1509063960;62
1509064080;55
1509064200;61
1509064320;62
1509064440;54
1509064560;73
1509064680;67
1509064800;46
1509064920;52
1509065160;51
1509065280;52
1509065400;52
1509065520;53
1509065640;52
1509065760;49
1509065880;47
1509066000;44
1509066240;53
1509066360;49
1509066480;49
1509066720;53
1509066840;49
1509066960;49
1509067080;51
1509067200;46
1509067320;46
1509067440;48
1509067560;48
1509067680;52
1509067920;44
1509068040;76
1509068160;65
1509068280;51
1509068400;49
1509068520;51
1509068640;72
1509068760;46
1509068880;46
1509069000;64
1509069120;63
1509069240;71
1509069480;49
1509069600;62
1509069720;61
1509069960;51
1509070080;55
1509070200;58
1509070440;52
1509070560;68
1509070680;47
1509070800;54
1509071040;52
1509071160;52
1509071400;57
1509071520;51
1509071640;51
1509071760;62
1509072000;52
1509072120;52
1509072240;49
1509072600;51
1509072720;51
1509072840;51
1509072960;59
1509073080;55
1509073200;58
1509073320;54
1509073440;44
1509073560;78
1509073680;75
1509073800;68
1509073920;51
1509074040;68
1509074760;78
1509074880;53
1509075120;51
1509075240;54
1509075480;59
1509075600;58
1509075720;78
1509075960;63
1509076080;44
1509076200;47
1509076320;64
1509076440;81
1509076560;81
1509076680;64
1509076800;57
1509076920;73
1509077040;62
1509077160;61
1509077280;64
1509077400;53
1509077520;71
1509077640;52
1509077760;46
1509077880;65
1509078000;66
1509078120;51
1509078240;45
1509078360;58
1509078480;62
1509078720;45
1509078840;75
1509078960;47
1509079080;69
1509079200;47
1509080520;74
1509080640;48
1509080760;48
1509080880;48
1509081000;59
1509081120;48
1509081240;55
1509081360;54
1509081600;56
1509081720;52
1509081840;53
1509081960;52
1509082080;52
1509082200;52
1509082320;52
1509082440;59
1509082560;56
1509082680;57
1509082800;57
1509082920;83
1509083040;52
1509083280;81
1509083400;66
1509083520;65
1509083640;51
1509083760;62
1509083880;56
1509084120;62
1509084240;45
1509084480;52
1509084600;48
1509084720;64
1509084840;45
1509084960;48
1509085080;51
1509085200;44
1509085440;46
1509085800;48
1509085920;43
1509086040;52
1509086160;66
1509086520;102
1509086640;59
1509086760;84
1509086880;74
1509087000;78
1509123480;67
1509123720;79
1509123840;65
1509123960;75
1509124080;76
1509124200;72
1509150540;54
1509150660;48
1509150780;59
1509150900;46
1509151020;58
1509151380;56
1509151500;61
1509151740;52
1509151860;61
1509151980;55
1509152100;61
1509152220;54
1509152340;77
1509152460;51
1509152580;46
1509152700;49
1509152820;48
1509152940;46
1509153060;55
1509153300;46
1509153420;55
1509153540;53
1509153660;47
1509154260;78
1509154380;61
1509154500;56
1509154620;62
1509154740;54
1509154860;59
1509154980;56
1509155100;71
1509155220;41
1509155340;52
1509160380;46
1509160500;54
1509160620;48
1509160740;47
1509160860;52
1509160980;47
1509161100;49
1509161220;57
1509161340;56
1509161460;48
1509161700;53
1509161820;52
1509161940;48
1509162060;46
1509162180;44
1509162300;51
1509162420;59
1509162540;58
1509162660;52
1509162780;71
1509162900;54
1509163020;47
1509163140;69
1509163260;44
1509163380;54
1509163500;79
1509163620;53
1509163740;43
1509163860;58
1509163980;63
1509164100;46
1509164220;54
1509164340;63
1509164460;68
1509164580;53
1509165660;82
1509165780;59
1509165900;68
1509166020;61
1509166140;65
1509166260;52
1509166380;48
1509166500;48
1509166620;72
1509166740;56
1509166860;56
1509166980;42
1509167100;53
1509167220;46
1509167340;68
1509167460;61
1509167580;57
1509167700;55
1509167820;62
1509167940;51
1509168060;58
1509168180;61
1509168300;42
1509168420;63
1509168540;62
1509168660;48
1509168780;61
1509168900;56
1509169020;62
1509169140;62
1509169260;61
1509169380;46
1509169500;56
1509169620;74
1509169740;51
1509169860;55
1509169980;65
1509170100;61
1509170220;49
1509170340;44
1509170460;51
1509170580;66
1509170700;54
1509170820;77
1509170940;42
1509171060;56
1509171180;52
1509171300;47
1509171420;57
1509171540;63
1509171660;63
1509171780;51
1509171900;53
1509172020;43
1509172140;52
1509172260;57
1509172380;65
1509172500;54
1509172620;59
1509172740;52
1509172860;52
1509172980;62
1509173100;56
1509173220;53
1509173340;57
1509173460;62
1509173580;61
1509173700;57
1509173820;52
1509174060;53
1509174180;51
1509174300;76
1509174420;47
1509174540;49
1509174660;63
1509174780;64
1509174900;68
1509175020;97
1509175140;74
1509175260;54
1509175380;59
1509229800;68
1509229920;67
1509230040;75
1509230160;63
1509230400;62
1509230520;78
1509237780;56
1509238800;52
1509238920;65
1509239040;52
1509239160;54
1509239280;57
1509239400;54
1509239520;52
1509239640;56
1509239760;53
1509239880;52
1509240000;53
1509240120;54
1509240240;51
1509240360;54
1509240480;46
1509240600;51
1509240720;51
1509240840;49
1509241080;56
1509241200;57
1509241440;57
1509241560;58
1509241680;58
1509241800;52
1509241920;84
1509242040;49
1509242160;51
1509242400;49
1509242520;48
1509242640;48
1509242760;44
1509242880;46
1509243000;46
1509243120;76
1509243240;67
1509243480;75
1509243600;53
1509243720;54
1509243840;65
1509243960;59
1509244080;54
1509244200;56
1509244320;45
1509244440;77
1509244560;48
1509247320;67
1509247680;48
1509247800;48
1509247920;51
1509248040;45
1509248400;49
1509248520;51
1509248640;48
1509248760;47
1509248880;47
1509249000;47
1509249240;58
1509249360;48
1509249480;53
1509249600;65
1509249720;54
1509249840;77
1509250080;85
1509250200;75
1509250320;52
1509250440;52
1509250560;44
1509250800;46
1509250920;44
1509251040;45
1509251160;41
1509251280;45
1509251400;45
1509251520;53
1509251640;45
1509251760;47
1509251880;47
1509252000;38
1509252120;44
1509252240;42
1509252360;46
1509252480;44
1509252600;45
1509252840;43
1509252960;46
1509253080;47
1509253200;46
1509253320;45
1509253440;45
1509253560;48
1509253920;58
1509254040;55
1509254160;67
1509254280;51
1509254400;48
1509254520;68
1509254640;71
1509254880;54
1509255000;81
1509258900;44
1509259020;49
1509259140;56
1509259260;48
1509259380;54
1509259500;46
1509259620;48
1509259740;47
1509259860;57
1509259980;46
1509260100;52
1509260220;51
1509260340;75
1509260460;53
1509260580;61
1509260700;48
1509260820;52
1509261180;47
1509261300;47
1509261420;48
1509261540;45
1509261780;52
1509261900;51
1509262020;52
1509262260;55
1509262380;53
1509262500;51
1509262620;44
1509262740;46
1509262860;56
1509262980;48
1509263220;56
1509263340;55
1509263460;68
1509263580;48
1509263700;61
1509263820;65
1509263940;82
1509264060;71
1509267600;75
1509267720;65
1509267840;72
1509268080;67
1509268200;68
1509268320;58
1509268440;62
1509268560;69
1509268680;71
1509314280;51
1509314400;62
1509314520;56
1509314640;54
1509314760;59
1509314880;63
1509315120;52
1509315240;49
1509315360;52
1509315480;54
1509315720;62
1509315840;71
1509315960;63
1509316080;51
1509316200;54
1509316320;52
1509316440;58
1509316560;51
1509316680;49
1509316800;51
1509316920;52
1509317160;54
1509317280;63
1509317400;72
1509317520;52
1509317640;93
1509319200;55
1509319320;53
1509319440;51
1509319560;52
1509319680;51
1509319800;51
1509319920;52
1509320160;51
1509320280;49
1509320400;51
1509320520;51
1509320640;52
1509320760;48
1509321000;52
1509321120;51
1509321240;49
1509321360;51
1509321480;52
1509321600;56
1509321720;75
1509321840;46
1509321960;44
1509322080;59
1509322200;67
1509322320;57
1509322440;51
1509322560;52
1509322680;52
1509322800;81
1509322920;52
1509323040;54
1509323160;74
1509323280;45
1509323400;44
1509323520;44
1509323640;42
1509323760;44
1509323880;44
1509324000;45
1509324120;44
1509324240;49
1509324360;52
1509324480;42
1509324600;45
1509324720;46
1509324840;44
1509324960;45
1509325080;45
1509325200;48
1509325320;45
1509325440;43
1509325560;47
1509325680;46
1509325800;46
1509325920;45
1509326040;44
1509326160;69
1509326280;47
1509326400;51
1509326520;54
1509326640;47
1509326760;47
1509326880;46
1509327120;59
1509327240;54
1509327360;51
1509327480;71
1509327600;65
1509327720;49
1509327840;45
1509328200;53
1509328440;61
1509328560;54
1509328680;68
1509328920;46
1509329040;49
1509329160;48
1509329280;47
1509329400;45
1509329520;45
1509329640;46
1509329760;45
1509329880;47
1509330000;46
1509330120;45
1509330240;48
1509330360;57
1509330480;47
1509330720;48
1509330840;51
1509330960;54
1509331080;46
1509331200;45
1509331320;54
1509331440;44
1509331560;47
1509331680;73
1509331800;47
1509331920;57
1509332040;49
1509332160;59
1509332280;55
1509332400;67
1509332520;44
1509332640;45
1509332760;47
1509333000;54
1509333120;55
1509333240;46
1509333480;54
1509333600;45
1509333720;54
1509333840;56
1509333960;48
1509334200;49
1509334320;49
1509334560;88
1509334680;42
1509334800;53
1509334920;46
1509335160;45
1509335280;75
1509335400;54
1509335520;52
1509335640;51
1509335760;46
1509335880;42
1509336000;59
1509336120;59
1509336240;51
1509336360;47
1509336600;51
1509336720;52
1509336840;52
1509336960;51
1509337080;57
1509337200;52
1509337440;51
1509337560;41
1509337680;45
1509337800;42
1509337920;44
1509338040;43
1509338160;44
1509338280;44
1509338400;44
1509338520;44
1509338640;44
1509338760;42
1509338880;49
1509339120;41
1509339240;49
1509339360;39
1509339600;45
1509339720;41
1509339840;68
1509339960;59
1509340080;59
1509340200;66
1509340320;68
1509340440;69
1509340680;46
1509341040;54
1509341160;47
1509341280;56
1509341400;49
1509341520;54
1509341640;45
1509341760;61
1509344400;51
1509344520;46
1509344760;51
1509344880;53
1509345000;52
1509345120;56
1509345240;53
1509345360;48
1509345480;46
1509345600;47
1509345720;53
1509345840;45
1509345960;49
1509346080;51
1509346440;59
1509346560;48
1509346680;52
1509346800;57
1509346920;56
1509347040;52
1509347160;56
1509347280;58
1509347400;64
1509347640;57
1509347760;68
1509347880;58
1509389040;71
1509389160;77
1509389280;75
1509389400;68
1509389520;78
1509389640;68
1509389760;68
1509389880;68
1509390000;63
1509390120;75
1509390240;75
1509390360;78
1509390480;67
1509390600;63
1509390720;65
1509390840;61
1509390960;66
1509391080;63
1509391200;67
1509396454;84
1509410160;52
1509410280;51
1509410400;47
1509410520;52
1509410640;52
1509410760;47
1509411000;48
1509411120;47
1509411360;73
1509411480;48
1509411600;79
1509411840;45
1509411960;54
1509412080;46
1509412200;53
1509412560;48
1509412680;52
1509412800;48
1509412920;44
1509413040;79
1509413160;51
1509413520;47
1509413640;44
1509413760;55
1509413880;57
1509414000;64
1509414120;77
1509414240;64
1509414360;56
1509414480;54
1509414600;58
1509414840;52
1509414960;61
1509415080;49
1509415200;61
1509415320;46
1509415440;52
1509415560;53
1509415680;48
1509415800;53
1509415920;51
1509416040;51
1509416160;46
1509416400;49
1509416520;47
1509416760;63
1509416880;71
1509417120;53
1509417240;44
1509417360;52
1509417480;46
1509417600;46
1509417720;45
1509418080;47
1509418200;49
1509418320;44
1509418440;56
1509418560;49
1509418680;44
1509418920;44
1509419040;42
1509419160;49
1509419280;65
1509419400;59
1509419520;79
1509419640;63
1509419760;63
1509419880;55
1509420000;57
1509420120;69
1509420240;51
1509420360;62
1509420480;48
1509420600;53
1509420720;65
1509420840;55
1509420960;53
1509421080;71
1509421200;56
1509421320;47
1509421440;49
1509421560;59
1509421680;52
1509421800;53
1509421920;45
1509422040;73
1509422160;43
1509422280;47
1509422400;51
1509422520;47
1509422640;49
1509422880;48
1509423000;58
1509423120;51
1509423240;49
1509423360;49
1509423480;52
1509423600;46
1509423840;51
1509423960;42
1509424080;44
1509424320;71
1509424440;55
1509424560;66
1509424680;64
1509424800;79
1509424920;53
1509425040;83
1509425160;58
1509425280;53
1509429300;59
1509429420;47
1509429540;52
1509429660;51
1509429780;47
1509429900;68
1509430020;45
1509430140;53
1509430260;56
1509430500;46
1509430620;61
1509430740;45
1509430860;54
1509430980;45
1509431100;53
1509431220;51
1509431340;52
1509431460;49
1509431580;47
1509431700;51
1509431820;49
1509431940;53
1509432060;64
1509432420;51
1509432660;73
1509432780;72
1509432900;41
1509433020;55
1509433140;45
1509433260;75
1509433380;73
1509433500;61
1509433620;44
1509433740;42
1509433860;43
1509433980;48
1509434220;54
1509434340;44
1509434580;56
1509434700;56
1509434820;65
1509434940;78
1509435060;73
1509495840;47
1509495960;54
1509496080;58
1509496200;59
1509496320;61
1509496440;54
1509496560;61
1509496800;52
1509496920;51
1509497040;54
1509497160;62
1509497280;52
1509497400;59
1509497520;53
1509497640;52
1509497760;55
1509497880;56
1509498000;55
1509498120;53
1509498240;62
1509498360;56
1509498480;58
1509498600;54
1509498720;55
1509498840;57
1509498960;52
1509499080;69
1509499560;65
1509499800;63
1509499920;45
1509500040;51
1509500160;48
1509500280;51
1509500400;48
1509500640;55
1509500760;51
1509500880;68
1509501000;54
1509501120;54
1509501240;56
1509501360;58
1509501600;53
1509501720;48
1509501840;65
1509501960;55
1509502080;65
1509502200;56
1509502320;54
1509502440;73
1509502560;62
1509502680;47
1509502800;63
1509502920;51
1509503040;73
1509503160;44
1509503280;58
1509503400;72
1509503520;62
1509503640;56
1509503880;51
1509504000;47
1509504240;52
1509504360;61
1509504600;47
1509504720;47
1509504840;46
1509504960;55
1509505080;52
1509505200;47
1509505320;47
1509505440;45
1509505560;47
1509505680;59
1509505800;47
1509506040;54
1509506160;48
1509506280;46
1509506400;51
1509506520;45
1509506640;46
1509506760;49
1509506880;41
1509507000;49
1509507120;49
1509507240;47
1509507360;44
1509507480;56
1509507600;45
1509507720;57
1509507840;44
1509507960;69
1509508080;47
1509508200;44
1509508320;61
1509508440;67
1509508560;45
1509508680;63
1509508800;49
1509508920;47
1509509040;45
1509509160;46
1509509280;47
1509509400;46
1509509520;46
1509509640;46
1509509760;44
1509509880;44
1509510120;48
1509510240;46
1509510360;61
1509510480;54
1509510600;44
1509510720;44
1509510840;49
1509510960;53
1509511080;53
1509511200;52
1509511320;65
1509511440;62
1509511560;89
1509511680;63
1509511800;73
1509513780;45
1509513900;53
1509514020;67
1509514140;43
1509514260;45
1509514380;48
1509514500;49
1509514620;47
1509514740;44
1509514860;49
1509514980;46
1509515100;47
1509515220;45
1509515340;49
1509515460;58
1509515580;45
1509515700;53
1509515820;54
1509515940;54
1509516060;48
1509516180;45
1509516300;49
1509516420;61
1509516540;45
1509516660;48
1509516780;52
1509516900;58
1509517020;63
1509517140;52
1509517260;56
1509517380;52
1509517500;67
1509517620;61
1509517740;68
1509517860;44
1509517980;52
1509518100;53
1509518220;67
1509518340;106
1509518460;88
1509518580;71
1509518700;73
1509518940;65
1509519060;65
1509519180;74
1509519300;72
1509519420;54
1509519540;64
1509519660;96
1509519780;65
1509520020;66
1509520140;65
1509520260;58
1509520380;58
1509520500;54
1509520620;74
1509520740;65
1509520860;102
1509520980;83
1509748260;44
1509748380;44
1509748500;46
1509748620;45
1509748740;47
1509748860;44
1509748980;47
1509749100;45
1509749220;44
1509749340;49
1509749580;47
1509749820;49
1509749940;47
1509750060;46
1509750180;47
1509750300;47
1509750420;46
1509750540;43
1509750660;47
1509750780;54
1509750900;76
1509751020;49
1509751380;51
1509751620;53
1509751740;45
1509752100;49
1509752220;53
1509752340;44
1509752580;46
1509752700;47
1509752820;46
1509752940;45
1509753060;48
1509753180;46
1509753300;48
1509753420;46
1509753540;46
1509753780;54
1509753900;45
1509754020;49
1509754140;44
1509754260;46
1509754380;52
1509754500;46
1509754620;62
1509754740;63
1509754860;56
1509754980;54
1509755100;44
1509755220;51
1509755340;56
1509755460;51
1509755580;53
1509755700;46
1509755820;44
1509756060;51
1509756180;51
1509756420;56
1509756540;51
1509756660;51
1509756780;52
1509756900;47
1509757020;47
1509757140;52
1509757260;49
1509757500;44
1509757620;47
1509757740;47
1509757860;44
1509757980;45
1509758100;47
1509758220;48
1509758340;43
1509758460;54
1509758580;49
1509758700;77
1509758820;44
1509758940;43
1509759180;43
1509759300;48
1509759540;44
1509759660;49
1509759780;69
1509759900;57
1509760140;54
1509760260;47
1509760380;52
1509760500;53
1509760620;63
1509760740;52
1509760860;58
1509761340;66
1509761460;44
1509761580;41
1509761700;46
1509761940;61
1509762060;47
1509762180;61
1509762300;89
1509762420;68
1509762540;65
1509762780;75
1509762900;53
1509763140;43
1509763260;44
1509763380;53
1509763620;44
1509763740;53
1509763860;46
1509763980;48
1509764100;62
1509764220;62
1509764340;61
1509764580;44
1509764700;49
1509764820;56
1509764940;64
1509765180;47
1509765300;47
1509765420;49
1509765540;56
1509765660;44
1509765780;49
1509765900;45
1509766020;54
1509766140;49
1509766260;76
1509766500;49
1509766620;46
1509766740;47
1509766860;47
1509766980;48
1509767100;48
1509767220;47
1509767340;44
1509767460;48
1509767580;47
1509767700;48
1509767820;43
1509767940;54
1509768060;58
1509768180;52
1509768300;62
1509768420;47
1509768540;79
1509768660;46
1509768780;44
1509768900;53
1509769260;52
1509769380;58
1509769500;51
1509769620;58
1509769740;47
1509769860;45
1509769980;49
1509770100;52
1509770220;69
1509770340;65
1509770460;45
1509770580;55
1509770700;52
1509770820;66
1509770940;66
1509771060;51
1509771180;48
1509771300;54
1509771420;55
1509771660;62
1509771780;53
1509771900;54
1509772020;63
1509772140;45
1509772260;49
1509772380;53
1509772500;56
1509772860;44
1509772980;51
1509773100;54
1509773220;49
1509773340;45
1509773460;75
1509773580;52
1509773700;56
1509773820;46
1509774060;56
1509774180;46
1509774300;56
1509774420;39
1509774540;44
1509774660;47
1509774780;93
1509774900;68
1509775020;63
1509775140;47
1509775260;71
1509775740;87
1509775860;52
1509775980;59
1509776100;46
1509776220;65
1509776340;59
1509776460;62
1509776580;69
1509776700;94
1509776820;46
1509776940;72
1509777060;45
1509777180;82
1509777300;53
1509777420;47
1509777540;46
1509777660;56
1509777780;54
1509777900;52
1509778020;51
1509778260;54
1509778380;52
1509778500;56
1509778620;45
1509778740;44
1509778860;51
1509779100;47
1509779340;45
1509779460;42
1509779580;42
1509779700;47
1509779820;44
1509779940;49
1509780060;46
1509780180;44
1509780300;47
1509780420;44
1509780540;49
1509780660;86
1509780780;74
1509780900;43
1509781020;61
1509781260;61
1509781380;48
1509781500;76
1509781620;103
1509781740;51
1509788100;62
1509788220;72
1509788460;96
1509788580;42
1509808140;72
1509808260;75
1509808380;72
1509808620;71
1509808740;79
1509808860;81
1509840780;53
1509840900;61
1509841020;76
1509841140;56
1509841380;58
1509841500;54
1509841620;46
1509841740;51
1509841860;49
1509841980;48
1509842100;46
1509842220;46
1509842340;47
1509842460;45
1509842580;51
1509842700;52
1509842820;52
1509842940;47
1509843060;46
1509843180;46
1509843300;48
1509843420;51
1509843540;52
1509843660;48
1509843780;48
1509843900;49
1509844020;48
1509844140;49
1509844260;47
1509844380;47
1509844500;47
1509844620;52
1509844740;54
1509844860;49
1509844980;46
1509845100;62
1509845220;49
1509845340;47
1509845580;48
1509845820;47
1509845940;45
1509846060;48
1509846180;46
1509846300;47
1509846420;46
1509846540;62
1509846660;77
1509846780;45
1509846900;42
1509847020;55
1509847140;54
1509847260;44
1509847380;77
1509847500;53
1509847620;63
1509847740;63
1509847860;52
1509848220;71
1509848340;52
1509848580;49
1509848700;47
1509848820;47
1509848940;47
1509849060;47
1509849180;59
1509849300;43
1509849420;45
1509849540;52
1509849660;48
1509849900;45
1509850020;47
1509850140;44
1509850260;43
1509850380;54
1509850620;54
1509850740;72
1509850860;54
1509850980;73
1509851100;49
1509851220;61
1509851340;43
1509851460;48
1509851580;43
1509851700;46
1509851820;46
1509851940;44
1509852060;46
1509852180;48
1509852300;47
1509852420;44
1509852540;45
1509852660;46
1509852780;48
1509852900;45
1509853020;46
1509853140;42
1509853260;66
1509853380;53
1509853500;86
1509853620;55
1509853740;46
1509853860;49
1509853980;45
1509854100;41
1509854220;44
1509854580;73
1509854820;45
1509854940;53
1509855180;58
1509855300;68
1509855420;56
1509855540;62
1509855660;68
1509855780;49
1509855900;73
1509856020;51
1509856140;42
1509856260;83
1509856380;47
1509856500;54
1509856620;44
1509856740;82
1509856860;66
1509856980;67
1509857100;48
1509857220;56
1509857340;48
1509857460;51
1509857580;48
1509857820;48
1509857940;44
1509858060;51
1509858180;57
1509858300;43
1509858420;46
1509858540;48
1509858660;47
1509858780;48
1509858900;45
1509859020;46
1509859260;46
1509859500;54
1509859620;82
1509859860;45
1509859980;43
1509860100;45
1509860220;43
1509860340;43
1509860460;41
1509860580;48
1509860700;69
1509860820;64
1509860940;49
1509861180;53
1509861300;42
1509861420;41
1509861540;45
1509861660;44
1509861780;45
1509861900;65
1509862020;47
1509862140;49
1509862260;48
1509862380;39
1509862620;55
1509862740;62
1509862860;85
1509864780;47
1509864900;47
1509865020;49
1509865140;48
1509865260;42
1509865500;42
1509865620;51
1509865740;56
1509865860;44
1509865980;45
1509866100;46
1509866220;81
1509866340;51
1509866460;71
1509866580;78
1509866700;49
1509866820;53
1509866940;44
1509867060;53
1509867180;44
1509867300;52
1509867420;48
1509867540;44
1509867660;51
1509867780;63
1509867900;64
1509868020;57
1509868140;58
1509868260;73
1509868380;56
1509868500;63
1509868620;68
1509871620;52
1509871740;73
1509871860;56
1509871980;78
1509872100;68
1509872220;82
1509872460;64
1509872580;59
1509872700;88
1509872820;71
1509872940;68
1509873060;78
1509873180;67
1509873300;73
1509873420;71
1509910864;47
1509928080;54
1509928200;63
1509928320;56
1509928560;58
1509928680;54
1509928800;63
1509928920;52
1509929040;52
1509929160;52
1509929400;58
1509929520;53
1509929640;52
1509929760;49
1509929880;52
1509930000;52
1509930240;51
1509930360;64
1509930480;58
1509930600;53
1509930720;51
1509931080;59
1509931200;63
1509931320;57
1509931560;66
1509931680;66
1509931800;52
1509931920;83
1509932040;68
1509932160;56
1509932280;54
1509932400;56
1509932520;62
1509932640;59
1509932760;58
1509932880;61
1509933120;53
1509933240;56
1509933360;55
1509933480;52
1509933600;48
1509933840;55
1509933960;63
1509934080;51
1509934200;52
1509934320;74
1509934440;48
1509934680;56
1509934800;45
1509934920;86
1509935040;68
1509935160;82
1509935400;68
1509935760;77
1509935880;67
1509936000;62
1509936120;55
1509936240;51
1509936360;81
1509936480;64
1509936600;57
1509936720;55
1509936840;53
1509936960;46
1509937080;54
1509937200;86
1509937320;57
1509937440;48
1509937560;49
1509937680;47
1509937800;42
1509937920;49
1509938040;45
1509938160;48
1509938280;52
1509938400;47
1509938520;49
1509938640;73
1509938760;44
1509938880;49
1509939000;46
1509939120;46
1509939240;49
1509939360;47
1509939480;46
1509939720;47
1509939840;52
1509939960;68
1509940080;52
1509940200;47
1509940320;48
1509940440;49
1509940560;46
1509940800;54
1509940920;67
1509941160;62
1509941280;66
1509941400;87
1509941520;51
1509941640;51
1509941760;68
1509941880;65
1509942000;66
1509942120;72
1509942240;68
1509943740;55
1509943860;45
1509943980;44
1509944100;48
1509944220;53
1509944340;51
1509944700;62
1509944820;46
1509944940;53
1509945060;63
1509945180;46
1509945300;47
1509945420;51
1509945540;48
