time;hr
1509945780;63
1509945900;57
1509946140;48
1509946260;55
1509946380;55
1509946620;65
1509946740;55
1509946860;45
1509946980;79
1509947100;52
1509947220;65
1509947460;68
1509947580;62
1509947700;55
1509947820;63
1509947940;59
1509948060;61
1509948180;51
1509948300;54
1509948420;51
1509948540;64
1509948660;44
1509948780;55
1509948900;72
1509949020;61
1509949140;54
1509949260;44
1509949380;47
1509949500;64
1509949620;75
1509949740;55
1509949860;54
1509949980;55
1509950100;49
1509950220;65
1509950340;53
1509950460;42
1509950580;62
1509950700;51
1509950820;54
1509950940;54
1509951060;56
1509951180;49
1509951300;52
1509951420;52
1509951540;53
1509951660;55
1509952020;58
1509952140;53
1509952260;87
1509952380;59
1509952500;77
1509952620;47
1509952740;61
1509952860;96
1509953100;77
1510013100;63
1510013220;66
1510013340;67
1510013460;67
1510013580;69
1510013700;68
1510013820;62
1510013940;64
1510014060;62
1510014180;63
1510014300;63
1510014420;63
1510014540;61
1510014660;58
1510014780;62
1510014900;64
1510015020;65
1510015260;66
1510015380;57
1510015500;63
1510015620;65
1510015740;58
1510015860;62
1510015980;54
1510016100;56
1510016220;78
1510016340;64
1510016460;56
1510016580;63
1510016820;59
1510016940;63
1510017060;58
1510017180;49
1510017300;56
1510017660;56
1510017900;58
1510018020;61
1510018140;57
1510018260;57
1510018380;63
1510018500;58
1510018620;57
1510018860;75
1510018980;65
1510019100;59
1510019220;73
1510019340;46
1510019580;57
1510019700;54
1510019820;77
1510019940;66
1510020180;82
1510020300;65
1510020420;69
1510020540;57
1510020660;63
1510020780;83
1510020900;47
1510021020;58
1510021140;61
1510021260;65
1510021380;63
1510021500;63
1510021620;58
1510021740;59
1510021860;57
1510022100;52
1510022220;58
1510022340;62
1510022580;48
1510022700;47
1510022820;48
1510022940;56
1510023060;54
1510023180;48
1510023300;49
1510023420;46
1510023540;49
1510023660;47
1510023780;49
1510023900;51
1510024140;44
1510024260;48
1510024380;54
1510024500;53
1510024620;51
1510024740;46
1510024860;65
1510024980;63
1510025100;72
1510025220;59
1510025340;51
1510025460;58
1510025580;71
1510025700;46
1510025820;56
1510025940;75
1510026060;63
1510026180;64
1510026300;64
1510026420;69
1510026540;64
1510026660;74
1510026780;54
1510027020;59
1510027260;51
1510027380;71
1510027620;49
1510027740;62
1510027860;65
1510027980;55
1510028220;53
1510028460;57
1510028580;48
1510028700;45
1510028940;61
1510029420;64
1510029540;58
1510029660;45
1510029780;57
1510029900;59
1510030020;61
1510030140;46
1510030260;52
1510030380;52
1510030500;49
1510030620;57
1510030740;48
1510030860;57
1510030980;56
1510031100;52
1510031340;67
1510031460;57
1510031700;68
1510031820;56
1510031940;61
1510032060;45
1510034040;51
1510034160;42
1510034280;52
1510034400;63
1510034640;53
1510034880;75
1510035120;58
1510035240;59
1510035360;74
1510035480;65
1510035600;62
1510035720;56
1510035960;54
1510036080;45
1510036200;61
1510036320;58
1510036440;47
1510036560;57
1510036680;44
1510036800;64
1510036920;43
1510037040;45
1510037160;58
1510037400;54
1510037520;53
1510037640;45
1510037760;49
1510037880;59
1510038000;54
1510038120;56
1510038240;54
1510038360;62
1510038480;97
1510038600;47
1510038720;67
1510038840;46
1510038960;59
1510039200;45
1510039320;61
1510039440;56
1510039560;56
1510039680;46
1510039800;57
1510039920;78
1510040040;44
1510040160;74
1510040400;57
1510040520;91
1510040640;63
1510040760;75
1510040880;71
1510097820;62
1510097940;86
1510098060;61
1510098180;53
1510098300;51
1510098540;55
1510098660;55
1510098780;53
1510098900;46
1510099020;55
1510099140;51
1510099260;54
1510099500;55
1510099620;55
1510099860;58
1510099980;51
1510100220;54
1510100340;51
1510100460;57
1510100580;67
1510100820;81
1510100940;46
1510101060;48
1510101180;45
1510101540;42
1510101660;47
1510101780;61
1510101900;47
1510102020;48
1510102140;63
1510102260;73
1510102380;68
1510102500;48
1510102740;72
1510102980;54
1510103100;82
1510103220;62
1510103340;75
1510103460;49
1510103580;57
1510103700;59
1510103820;52
1510103940;61
1510104060;51
1510104180;54
1510104300;53
1510104420;57
1510104540;58
1510104660;52
1510104780;53
1510104900;47
1510105020;46
1510105140;52
1510105380;52
1510105500;48
1510105620;49
1510105980;47
1510106100;48
1510106220;51
1510106340;76
1510106460;47
1510106580;52
1510106700;46
1510106820;57
1510106940;76
1510107060;67
1510107180;67
1510107300;68
1510107420;63
1510107540;64
1510107660;44
1510107900;78
1510108020;58
1510108140;64
1510108260;61
1510108380;63
1510108500;58
1510108620;55
1510108740;51
1510108860;54
1510109100;45
1510109220;57
1510109340;68
1510109460;67
1510109580;78
1510109700;65
1510109820;68
1510109940;65
1510110060;65
1510110180;64
1510110300;54
1510110420;56
1510110540;52
1510110660;52
1510110780;53
1510110900;54
1510111020;55
1510111140;55
1510111260;53
1510111500;56
1510111620;62
1510111740;58
1510111860;54
1510111980;52
1510112100;53
1510112220;56
1510112340;53
1510112460;54
1510112580;55
1510112700;52
1510112820;62
1510112940;61
1510113060;58
1510113180;55
1510113300;46
1510113420;76
1510113540;61
1510113660;52
1510113780;51
1510113900;49
1510114020;52
1510114140;51
1510114260;45
1510114380;47
1510114500;48
1510114620;46
1510114860;69
1510114980;55
1510115100;55
1510115340;52
1510115580;48
1510115700;52
1510116060;56
1510116180;54
1510116420;72
1510116540;56
1510116660;51
1510116900;55
1510117020;43
1510117140;44
1510117260;72
1510117380;66
1510117500;63
1510117620;65
1510117740;71
1510117860;76
1510117980;55
1510118100;67
1510118220;41
1510118340;58
1510118460;54
1510118700;46
1510118820;65
1510118940;65
1510119060;67
1510119180;48
1510119300;51
1510119420;48
1510119540;63
1510119660;56
1510119780;62
1510119900;57
1510120020;45
1510120140;49
1510120260;52
1510120380;52
1510120500;52
1510120620;67
1510120740;62
1510120860;45
1510120980;51
1510121100;53
1510121220;54
1510121340;57
1510121460;57
1510121580;53
1510121700;45
1510121820;48
1510121940;52
1510122060;64
1510122300;52
1510122420;52
1510122540;62
1510122660;44
1510122780;45
1510122900;64
1510123020;81
1510123260;47
1510123380;45
1510123620;63
1510123740;58
1510123860;47
1510123980;65
1510124100;66
1510124220;65
1510124340;63
1510124460;66
1510124580;66
1510124700;62
1510124820;56
1510125060;69
1510125180;51
1510125300;48
1510125420;67
1510125540;55
1510125660;72
1510125780;51
1510126020;53
1510126260;88
1510126380;73
1510126500;63
1510126620;82
1510126740;72
1510180740;66
1510180860;65
1510180980;61
1510181100;75
1510181220;72
1510181340;75
1510181580;69
1510181700;68
1510181820;68
1510181940;72
1510182060;75
1510182180;84
1510182300;68
1510182420;69
1510182540;72
1510182660;78
1510182780;75
1510186680;73
1510186800;66
1510186920;88
1510187040;75
1510187160;83
1510187280;74
1510187520;69
1510187640;76
1510187760;76
1510187880;77
1510188000;73
1510188240;68
1510188360;68
1510188480;65
1510188600;71
1510188720;67
1510188840;67
1510188960;69
1510189080;75
1510189320;69
1510189440;76
1510189560;75
1510189680;76
1510189800;66
1510189920;83
1510190040;65
1510190160;68
1510190280;65
1510190400;44
1510190520;67
1510190760;59
1510190880;64
1510191000;63
1510191120;69
1510191240;64
1510191360;68
1510191480;54
1510191600;67
1510191720;63
1510191840;64
1510191960;66
1510192080;67
1510192200;59
1510192320;65
1510192440;61
1510192560;68
1510192680;67
1510192800;65
1510192920;64
1510193040;75
1510193160;58
1510193280;67
1510193400;51
1510193520;67
1510193640;65
1510193760;59
1510193880;75
1510194000;71
1510194120;61
1510194240;65
1510194360;52
1510194600;85
1510194720;49
1510194840;54
1510194960;49
1510195320;49
1510195440;49
1510195560;53
1510195680;57
1510195800;55
1510195920;49
1510196040;63
1510196160;56
1510196280;53
1510196400;52
1510196520;58
1510196640;59
1510196760;69
1510196880;62
1510197000;74
1510197120;56
1510197240;71
1510197360;66
1510197480;72
1510197600;63
1510197720;75
1510197840;51
1510198080;53
1510198200;61
1510198320;67
1510198440;77
1510198680;67
1510198800;62
1510198920;65
1510199040;48
1510199160;58
1510199280;66
1510199400;68
1510199520;55
1510199640;55
1510199760;47
1510199880;55
1510200000;56
1510200120;48
1510200240;54
1510200360;48
1510200480;61
1510200600;64
1510200720;65
1510200840;56
1510200960;58
1510201080;56
1510201200;52
1510201320;56
1510201440;59
1510201680;81
1510201800;54
1510201920;54
1510202160;72
1510202280;62
1510202400;49
1510202520;66
1510202640;64
1510202760;52
1510202880;68
1510205460;76
1510205580;65
1510205700;69
1510205820;72
1510206060;46
1510206180;51
1510206300;45
1510206420;51
1510206540;54
1510206660;66
1510206780;54
1510206900;66
1510207020;59
1510207260;44
1510207380;63
1510207500;56
1510207620;44
1510207740;68
1510207860;61
1510207980;48
1510208100;53
1510208340;59
1510208460;54
1510208580;57
1510208700;63
1510208820;56
1510209060;52
1510209180;57
1510209540;54
1510209660;54
1510209780;56
1510209900;93
1510210140;65
1510210260;49
1510210620;52
1510210860;89
1510210980;58
1510211220;93
1510211340;63
1510211460;48
1510211580;56
1510211700;45
1510211820;57
1510211940;88
1510212060;47
1510212180;52
1510212300;62
1510212420;53
1510212540;54
1510212780;61
1510212900;54
1510213020;49
1510213140;47
1510213260;44
1510213620;78
1510213740;62
1510272120;75
1510272240;82
1510272360;88
1510272480;69
1510272600;62
1510272720;61
1510272840;55
1510272960;73
1510273080;62
1510273200;58
1510273320;53
1510273440;67
1510273560;55
1510273680;58
1510273800;96
1510273920;54
1510274040;64
1510274160;57
1510274400;58
1510274520;61
1510274640;47
1510274760;79
1510274880;53
1510275000;69
1510275120;53
1510275240;63
1510275360;64
1510275480;64
1510275600;57
1510275720;56
1510275840;62
1510275960;62
1510276080;49
1510276200;52
1510276320;52
1510276440;48
1510276560;63
1510276680;58
1510276800;59
1510276920;63
1510277040;52
1510277160;58
1510277280;52
1510277400;58
1510277640;57
1510277760;57
1510277880;55
1510278000;76
1510278120;53
1510278240;51
1510278360;55
1510278480;52
1510278600;49
1510278720;55
1510278840;56
1510278960;78
1510279080;55
1510279200;58
1510279440;65
1510279560;55
1510279680;52
1510279800;62
1510280040;46
1510280280;46
1510280400;56
1510280520;71
1510280640;61
1510280760;59
1510280880;72
1510281120;48
1510281240;75
1510281360;75
1510281480;65
1510281600;67
1510281720;48
1510281840;48
1510281960;59
1510282080;61
1510282200;54
1510282320;55
1510282440;63
1510282560;58
1510282680;53
1510282800;61
1510282920;54
1510283040;63
1510283160;53
1510283280;69
1510283400;61
1510283520;61
1510283760;67
1510283880;69
1510284120;56
1510284240;63
1510284360;59
1510284600;64
1510284720;61
1510284840;61
1510284960;63
1510285080;67
1510285200;63
1510285320;65
1510285440;61
1510285560;68
1510285800;62
1510285920;65
1510286040;69
1510286160;95
1510287120;55
1510287240;64
1510287480;61
1510287600;56
1510287720;59
1510287840;51
1510287960;73
1510288080;52
1510288200;48
1510288320;76
1510288440;57
1510288560;56
1510288680;75
1510288800;72
1510288920;74
1510289040;89
1510289160;49
1510289280;71
1510289400;73
1510289520;75
1510289640;68
1510289760;68
1510289880;65
1510290000;86
1510290120;71
1510290240;69
1510290360;54
1510290480;55
1510290720;67
1510290840;55
1510290960;67
1510291080;63
1510291200;68
1510291320;77
1510291440;47
1510291560;64
1510291680;46
1510291800;66
1510291920;63
1510292040;57
1510292160;63
1510292280;44
1510292400;64
1510292520;57
1510292640;51
1510292760;53
1510292880;54
1510293000;58
1510293120;56
1510293240;44
1510293360;58
1510293480;62
1510293600;61
1510293720;58
1510293840;69
1510293960;55
1510294080;48
1510294320;49
1510294440;63
1510294560;63
1510294680;76
1510294800;51
1510294920;53
1510295160;65
1510295280;47
1510295400;42
1510295640;46
1510295760;51
1510298040;46
1510298160;56
1510298280;71
1510298400;46
1510298520;55
1510298640;54
1510299000;59
1510299240;47
1510299360;56
1510299480;52
1510299600;56
1510299720;72
1510299840;88
1510300080;86
1510300200;84
1510332480;71
1510332600;73
1510332720;64
1510332840;72
1510332960;75
1510333080;62
1510333200;69
1510333320;72
1510333560;69
1510333680;76
1510333920;75
1510334040;74
1510334160;76
1510334280;75
1510334400;76
1510334520;73
1510334640;72
1510334760;93
1510334880;63
1510335000;75
1510335120;82
1510335240;64
1510335360;71
1510335480;67
1510335600;54
1510335720;74
1510335840;58
1510335960;75
1510336080;74
1510336200;67
1510336320;72
1510336440;65
1510336560;75
1510336680;95
1510336800;64
1510336920;68
1510337160;69
1510337280;64
1510337400;68
1510337520;69
1510337640;58
1510337760;68
1510337880;73
1510338000;51
1510338120;83
1510338240;78
1510338360;88
1510338480;84
1510338600;78
1510338720;89
1510338840;77
1510338960;113
1510339080;63
1510339200;74
1510352100;82
1510352220;84
1510352340;82
1510352460;78
1510352580;82
1510352700;85
1510352820;84
1510352940;79
1510353180;86
1510353300;85
1510353420;75
1510353540;78
1510353660;82
1510353780;92
1510353900;73
1510362720;76
1510362840;79
1510362960;55
1510363080;69
1510363200;79
1510363320;72
1510363440;75
1510363560;75
1510363680;73
1510363800;85
1510363920;72
1510364040;74
1510364160;76
1510364280;69
1510364400;75
1510364520;79
1510364640;82
1510371720;47
1510371840;57
1510371960;56
1510372080;58
1510372200;41
1510372320;52
1510372440;55
1510372680;57
1510372800;64
1510372920;53
1510373160;65
1510373280;75
1510373400;58
1510373520;69
1510373640;59
1510373760;88
1510373880;67
1510374120;72
1510374240;66
1510374360;75
1510374480;63
1510374720;64
1510374840;53
1510374960;67
1510375080;47
1510375200;57
1510375320;62
1510375560;51
1510375680;51
1510375920;51
1510376040;54
1510376160;47
1510376280;52
1510376400;45
1510376640;45
1510376760;52
1510376880;58
1510377000;56
1510377120;56
1510377240;62
1510377360;53
1510377480;56
1510377600;54
1510377840;83
1510377960;59
1510378200;55
1510378320;65
1510378560;62
1510378680;82
1510378800;56
1510378920;69
1510379040;59
1510379160;53
1510380600;62
1510380720;52
1510380840;54
1510380960;53
1510381080;52
1510381200;57
1510381320;58
1510381440;68
1510381560;61
1510381800;63
1510381920;59
1510382040;55
1510382160;56
1510382280;57
1510382400;58
1510382520;58
1510382640;63
1510382760;58
1510383000;61
1510383120;58
1510383240;56
1510383480;47
1510383720;53
1510383840;44
1510383960;61
1510384080;51
1510384200;56
1510384320;51
1510384440;65
1510384560;44
1510384680;63
1510384800;65
1510384920;67
1510385040;62
1510385160;69
1510385280;55
1510385400;49
1510385520;51
1510385640;51
1510385760;58
1510385880;51
1510386000;46
1510386240;66
1510386360;47
1510386480;59
1510386600;85
1510386720;72
1510386840;49
1510386960;64
1510387080;72
1510387200;63
1510387440;62
1510387560;57
1510387680;63
1510387800;42
1510387920;64
1510388040;88
1510388160;67
1510388400;62
1510388520;67
1510388640;75
1510388880;69
1510389000;58
1510389120;69
1510389240;74
1510389360;61
1510389480;68
1510389600;65
1510389720;73
1510389840;58
1510389960;71
1510390080;53
1510390200;46
1510390320;54
1510390440;75
1510390560;48
1510390680;53
1510390800;44
1510390920;57
1510391040;84
1510391160;53
1510391280;52
1510391400;49
1510391640;101
1510423740;71
1510423980;73
1510424100;82
1510424220;75
1510424340;77
1510424460;75
1510424580;71
1510424700;83
1510424940;78
1510425060;77
1510425180;76
1510425420;89
1510437840;69
1510438080;65
1510438200;76
1510438320;72
1510438440;66
1510438560;63
1510438680;77
1510438800;67
1510438920;77
1510439160;67
1510439280;67
1510439400;75
1510444080;64
1510444200;72
1510444320;66
1510444440;71
1510444560;68
1510444680;65
1510444800;55
1510444920;75
1510445040;63
1510445160;67
1510445280;71
1510445400;71
1510445520;75
1510445640;66
1510445880;75
1510446000;73
1510446360;77
1510446480;65
1510446600;79
1510446720;68
1510447920;68
1510448040;68
1510448160;69
1510448400;67
1510448520;63
1510448640;66
1510448760;62
1510449000;61
1510449120;67
1510449240;68
1510449360;59
1510449480;66
1510449600;62
1510449720;65
1510449840;88
1510449960;68
1510450080;71
1510450200;61
1510450320;56
1510450440;61
1510450560;66
1510450680;62
1510450800;65
1510450920;63
1510451040;61
1510451160;79
1510451280;71
1510451400;54
1510451520;53
1510451640;62
1510451760;53
1510451880;65
1510452000;87
1510452120;93
1510452240;59
1510452840;46
1510452960;51
1510453080;52
1510453200;52
1510453320;55
1510453440;46
1510453560;54
1510453680;56
1510453920;56
1510454040;59
1510454160;56
1510454400;58
1510454520;53
1510454640;68
1510454760;54
1510455000;55
1510455120;58
1510455240;67
1510455360;68
1510455600;68
1510455720;69
1510455840;57
1510455960;57
1510456080;65
1510456200;69
1510456560;57
1510456920;65
1510457160;72
1510457280;57
1510457400;72
1510457520;61
1510457640;49
1510457760;57
1510458000;54
1510458120;55
1510458240;49
1510458360;54
1510458480;62
1510458600;58
1510458720;57
1510458840;52
1510458960;52
1510459080;57
1510459200;56
1510459320;56
1510459440;66
1510459560;58
1510459920;54
1510460040;52
1510460160;58
1510460280;48
1510460520;58
1510460760;69
1510460880;71
1510461000;63
1510461240;49
1510461360;48
1510461480;57
1510461600;69
1510461720;78
1510461840;69
1510461960;56
1510462080;53
1510462200;53
1510462320;65
1510462440;51
1510462560;72
1510462920;44
1510463040;72
1510463280;77
1510463400;57
1510463640;55
1510463760;66
1510463880;61
1510464000;61
1510464120;69
1510464240;61
1510464360;55
1510464480;68
1510464600;58
1510464720;56
1510464840;59
1510464960;62
1510465080;54
1510465200;68
1510465320;56
1510465560;61
1510465680;63
1510465800;63
1510465920;59
1510466040;61
1510466160;66
1510466280;75
1510466400;58
1510466520;58
1510466640;53
1510466760;53
1510466880;51
1510467000;48
1510467120;58
1510467240;68
1510467360;53
1510467480;52
1510467600;68
1510467720;55
1510467840;44
1510467960;66
1510468080;65
1510468320;54
1510468560;54
1510468800;51
1510468920;62
1510469040;56
1510469160;66
1510469280;89
1510469400;65
1510469640;68
1510469760;93
1510469880;78
1510470120;58
1510470240;77
1510470360;44
1510470600;66
1510471320;57
1510471440;77
1510471560;57
1510471680;61
1510471800;55
1510471920;66
1510472040;68
1510472160;64
1510472280;65
1510472400;67
1510472520;68
1510472760;59
1510472880;62
1510473000;52
1510473120;56
1510473240;61
1510473720;57
1510473840;56
1510473960;57
1510474320;45
1510474440;52
1510474680;56
1510474800;44
1510474920;64
1510475040;68
1510475160;105
1510479660;63
1510479780;72
1510479900;67
1510480020;79
1510480140;63
1510480260;62
1510480380;75
1510480500;69
1510480740;76
1510480860;75
1510480980;82
1510481100;75
1510481220;73
1510481340;95
1510481460;65
1510481580;71
1510481700;66
1510481820;71
1510481940;88
1510539240;62
1510539360;65
1510539480;65
1510539600;58
1510539720;51
1510539840;58
1510539960;63
1510540080;57
1510540200;57
1510540320;66
1510540440;61
1510540560;62
1510540680;55
1510540800;53
1510540920;57
1510541040;56
1510541160;46
1510541280;56
1510541400;56
1510541520;55
1510541640;59
1510541760;56
1510541880;54
1510542000;57
1510542120;84
1510542360;71
1510542480;71
1510542600;68
1510542720;64
1510542840;51
1510542960;64
1510543200;59
1510543320;65
1510543440;66
1510543680;71
1510543800;62
1510543920;55
1510544040;57
1510544160;63
1510544280;61
1510544400;62
1510544520;62
1510544640;62
1510544760;53
1510544880;52
1510545120;55
1510545240;55
1510545360;54
1510545480;54
1510545600;54
1510545840;58
1510545960;56
1510546080;59
1510546200;57
1510546320;57
1510546440;65
1510546560;57
1510546680;55
1510546800;48
1510546920;51
1510547040;54
1510547160;51
1510547280;71
1510547400;63
1510547520;62
1510547640;83
1510547760;98
1510547880;68
1510548000;65
1510548240;62
1510548360;65
1510548480;63
1510548600;63
1510548720;66
1510548840;59
1510549080;54
1510549200;59
1510549320;63
1510549440;65
1510549560;54
1510549680;67
1510549800;62
1510549920;61
1510550040;56
1510550280;63
1510550400;61
1510550520;64
1510550760;65
1510550880;62
1510551000;66
1510551120;58
1510551240;58
1510551360;56
1510551480;64
1510551600;62
1510551720;61
1510551840;61
1510551960;75
1510552080;51
1510552200;43
1510552320;52
1510552440;48
1510552560;63
1510552680;58
1510552800;43
1510553400;49
1510553760;62
1510554000;45
1510554120;54
1510554240;64
1510554360;64
1510554600;66
1510554720;73
1510554960;55
1510555080;49
1510555200;48
1510555320;64
1510555440;49
1510555560;44
1510555680;57
1510555800;62
1510555920;61
1510556040;56
1510556160;54
1510556400;53
1510556520;47
1510556640;52
1510556760;61
1510557120;53
1510557240;52
1510557360;56
1510557600;46
1510557720;56
1510557840;51
1510558080;56
1510558200;64
1510558320;61
1510558440;44
1510558560;51
1510558680;64
1510558800;62
1510558920;81
1510559040;66
1510559160;88
1510559280;75
1510620600;74
1510620720;71
1510620840;76
1510620960;78
1510621080;73
1510621200;75
1510621320;74
1510621440;72
1510621560;74
1510621680;71
1510621800;74
1510621920;74
1510622040;74
1510622160;71
1510622280;68
1510622400;73
1510622520;74
1510622760;69
1510622880;72
1510623000;74
1510623120;67
1510623240;78
1510623360;41
1510623600;59
1510623720;89
1510623840;79
1510624080;72
1510624200;71
1510624440;71
1510624560;67
1510624680;72
1510625040;69
1510625160;68
1510625280;72
1510625400;69
1510625640;73
1510625760;68
1510625880;56
1510626000;65
1510626120;71
1510626240;62
1510626360;67
1510626480;77
1510626600;62
1510626720;57
1510626840;64
1510626960;66
1510627080;64
1510627200;77
1510627440;69
1510627560;71
1510627680;68
1510627800;78
1510627920;78
1510628040;72
1510628160;72
1510628280;72
1510628400;45
1510628520;61
1510628640;67
1510628760;61
1510628880;64
1510629000;59
1510629120;61
1510629240;63
1510629360;65
1510629480;65
1510629600;63
1510629720;68
1510629840;66
1510629960;61
1510630080;58
1510630200;47
1510630320;59
1510630440;65
1510630560;63
1510630680;62
1510630800;67
1510630920;54
1510631040;59
1510631160;75
1510631400;68
1510631520;68
1510631640;65
1510631760;66
1510631880;63
1510632000;58
1510632120;68
1510632240;56
1510632360;63
1510632480;68
1510632600;53
1510632720;71
1510632840;71
1510632960;85
1510633080;66
1510633200;52
1510633320;71
1510633440;73
1510633560;71
1510633680;72
1510633800;69
1510633920;72
1510634040;72
1510634160;62
1510634280;72
1510634520;64
1510634640;68
1510634760;67
1510634880;68
1510635000;74
1510635120;72
1510635240;61
1510635360;65
1510635480;67
1510635600;54
1510635720;75
1510635840;66
1510635960;69
1510636080;67
1510636200;55
1510636440;76
1510636560;66
1510636680;81
1510636800;59
1510636920;59
1510637040;59
1510637160;78
1510637280;72
1510637400;56
1510637520;73
1510637640;94
1510637760;65
1510637880;46
1510638000;63
1510638120;61
1510638240;47
1510638360;53
1510638480;71
1510638600;57
1510638720;54
1510638840;56
1510639080;51
1510639200;56
1510639320;72
1510639440;55
1510639560;48
1510639680;74
1510639800;52
1510639920;51
1510640040;73
1510640160;64
1510640280;66
1510640400;67
1510640520;65
1510640760;79
1510640880;101
1510641000;85
1510641120;85
1510641240;77
1510641360;75
1510641720;75
1510642320;75
1510642680;61
1510642800;67
1510642920;67
1510643040;65
1510643160;65
1510643280;57
1510643400;65
1510643640;48
1510643760;55
1510643880;58
1510644000;57
1510644120;48
1510644240;63
1510644360;78
1510644480;81
1510644600;77
1510690860;86
1510690980;86
1510691100;77
1510691580;49
1510701600;71
1510701720;68
1510701840;73
1510702080;71
1510702200;69
1510702320;58
1510702560;65
1510702680;66
1510702800;67
1510702920;65
1510703040;72
1510703160;68
1510703280;72
1510703400;77
1510703520;97
1510703640;72
1510703880;65
1510704120;68
1510704240;68
1510704360;65
1510704600;61
1510704720;68
1510704960;68
1510705200;68
1510705320;68
1510705440;67
1510705560;63
1510705680;73
1510705800;82
1510705920;66
1510706040;66
1510706160;74
1510706400;75
1510706520;76
1510706640;79
1510706760;69
1510706880;56
1510707000;65
1510707120;63
1510707360;63
1510707480;67
1510707600;65
1510707720;63
1510707840;65
1510707960;65
1510708080;61
1510708200;64
1510708320;68
1510708440;68
1510708560;66
1510708680;67
1510708800;61
1510708920;62
1510709040;63
1510709160;57
1510709280;65
1510709400;66
1510709520;69
1510709640;48
1510709760;76
1510709880;62
1510710000;71
1510710120;75
1510710240;64
1510710360;77
1510773060;75
1510773300;63
1510773420;46
1510773540;75
1510773660;69
1510781700;62
1510781820;59
1510781940;69
1510782060;65
1510782180;56
1510782300;66
1510782420;69
1510782540;71
1510782660;71
1510782780;67
1510782900;65
1510783020;76
1510783140;73
1510783260;73
1510783380;68
1510783500;68
1510783620;71
1510783740;72
1510783860;81
1510783980;67
1510784100;72
1510784220;71
1510784340;66
1510784460;63
1510784580;76
1510784700;65
1510784820;64
1510784940;67
1510785060;68
1510785180;66
1510785300;71
1510785420;62
1510785540;67
1510785660;65
1510785780;66
1510785900;68
1510786020;61
1510786140;62
1510786260;55
1510786500;54
1510786740;56
1510790700;57
1510790940;62
1510791060;49
1510791180;56
1510791300;57
1510791420;62
1510791540;54
1510791660;58
1510791780;54
1510791900;59
1510792020;61
1510792140;62
1510792260;54
1510792380;59
1510792500;61
1510792620;58
1510792740;52
1510792860;45
1510792980;69
1510793100;44
1510793220;67
1510793340;69
1510793460;65
1510793580;61
1510793700;58
1510793820;56
1510793940;83
1510794060;52
1510794180;56
1510794300;55
1510794420;78
1510794540;48
1510794660;67
1510794900;56
1510795020;49
1510795260;49
1510795380;46
1510795620;47
1510795740;46
1510795860;53
1510795980;49
1510796100;55
1510796220;57
1510796340;56
1510796460;66
1510796580;52
1510796700;42
1510796820;47
1510796940;51
1510797060;53
1510797180;49
1510797300;46
1510797540;56
1510797660;68
1510797780;71
1510797900;54
1510798020;64
1510798140;66
1510798260;61
1510798380;62
1510798500;49
1510798620;68
1510798740;73
1510798860;63
1510798980;64
1510799460;64
1510799580;89
1510799700;67
1510799820;51
1510799940;52
1510800300;47
1510800420;47
1510800540;44
1510800660;45
1510800780;47
1510800900;47
1510801020;47
1510801140;44
1510801260;53
1510801380;66
1510801500;45
1510801620;51
1510801860;47
1510801980;46
1510802100;49
1510802220;47
1510802340;56
1510802460;57
1510802580;52
1510802820;46
1510803060;45
1510803180;49
1510803300;44
1510803540;54
1510803660;48
1510803780;47
1510803900;55
1510804020;63
1510804140;45
1510804260;43
1510804380;61
1510804500;71
1510804740;54
1510804860;52
1510804980;71
1510805100;66
1510805340;62
1510805460;51
1510805580;57
1510805700;54
1510805820;57
1510805940;51
1510806060;58
1510806300;63
1510806420;47
1510806540;55
1510806660;54
1510806780;59
1510806900;58
1510807140;54
1510807260;62
1510807380;59
1510807500;61
1510807620;68
1510807740;57
1510807860;46
1510807980;58
1510808100;62
1510808220;56
1510808340;68
1510808460;73
1510808700;49
1510809060;54
1510809180;51
1510809300;44
1510809420;45
1510809540;56
1510809660;79
1510809780;46
1510809900;44
1510810020;63
1510810140;56
1510810260;45
1510810380;71
1510810500;72
1510810620;71
1510810740;65
1510810860;62
1510811100;43
1510811460;61
1510811580;49
1510811700;69
1510811820;47
1510811940;48
1510812060;54
1510812180;63
1510812300;61
1510812420;49
1510812540;88
1510812780;64
1510812900;75
1510813020;66
1510813140;59
1510813260;65
1510813380;64
1510813500;45
1510813740;82
1510813860;55
1510813980;62
1510814100;47
1510814220;78
1510814340;65
1510814460;63
1510814580;56
1510814820;57
1510814940;64
1510815060;49
1510815180;49
1510815300;72
1510815420;61
1510815540;71
1510815660;65
1510815780;53
1510815900;97
1510816020;62
1510816140;75
1510816260;98
1510816380;78
1510816500;78
1510816620;77
1510939520;114
1510960560;71
1510960680;78
1510960800;72
1510960920;74
1510961040;66
1510961160;74
1510961280;66
1510961400;77
1510961520;68
1510961640;61
1510961760;72
1510962000;75
1510962120;68
1510962240;77
1510962360;69
1510962480;68
1510962600;65
1510962720;57
1510962840;64
1510962960;67
1510963080;67
1510963320;69
1510963440;57
1510963560;71
1510963680;61
1510963800;66
1510964040;68
1510964160;62
1510964280;65
1510964400;57
1510964520;65
1510964640;67
1510964760;64
1510964880;74
1510965000;75
1510965240;77
1510965360;69
1510965480;88
1510965600;73
1510965720;62
1510965840;73
1510965960;65
1510966080;68
1510966200;64
1510966320;63
1510966440;66
1510966560;56
1510970640;72
1510970880;74
1510971000;71
1510971120;74
1510971240;82
1510971480;75
